session_id,session_length,session_position,is_skip_int
2569,86,55,1
2569,86,60,0
2572,118,2,0
2572,118,8,1
2572,118,24,0
2572,118,32,0
2572,118,41,0
2572,118,43,0
2572,118,44,0
2572,118,96,0
2574,13,4,1
2576,74,8,0
2576,74,34,0
2576,74,49,0
2576,74,64,1
2576,74,65,0
2576,74,73,0
2578,20,4,0
2578,20,16,0
2578,20,17,0
2581,22,3,1
2581,22,9,0
2581,22,17,1
2582,105,39,0
2582,105,42,1
2582,105,47,0
2582,105,49,0
2582,105,61,0
2582,105,76,0
2582,105,84,0
2584,49,21,0
2584,49,29,0
2588,14,7,1
2589,184,8,0
2589,184,24,1
2589,184,42,0
2589,184,51,0
2589,184,59,1
2589,184,61,0
2589,184,74,0
2589,184,89,1
2589,184,93,0
2589,184,98,1
2589,184,120,0
2589,184,126,0
2589,184,140,1
2589,184,144,1
2589,184,152,0
2589,184,157,1
2589,184,165,0
2589,184,177,0
2590,9,5,0
2591,2,0,0
2592,17,3,0
2592,17,13,1
2597,48,2,0
2597,48,8,0
2597,48,23,1
2597,48,28,0
2597,48,46,0
2598,11,9,0
2599,4,0,0
2600,13,12,0
2602,7,0,0
2605,23,0,0
2605,23,3,1
2607,105,6,0
2607,105,60,1
2607,105,87,0
2607,105,97,0
2608,32,4,0
2609,73,14,0
2609,73,24,0
2609,73,31,0
2610,69,54,0
2610,69,55,0
2610,69,57,0
2614,15,1,1
2614,15,11,0
2615,50,22,0
2615,50,46,1
2619,41,28,0
2620,57,3,0
2620,57,10,0
2620,57,20,0
2620,57,23,0
2620,57,49,1
2621,128,32,1
2621,128,34,1
2621,128,43,0
2621,128,55,1
2621,128,68,1
2621,128,70,1
2621,128,92,0
2621,128,103,0
2622,11,7,0
2623,20,8,1
2623,20,18,1
2625,46,5,1
2625,46,34,1
2627,37,8,0
2628,45,7,0
2628,45,16,0
2630,33,6,1
2630,33,10,0
2631,157,14,1
2631,157,15,1
2631,157,16,0
2631,157,22,1
2631,157,41,1
2631,157,43,0
2631,157,69,1
2631,157,86,0
2631,157,105,1
2631,157,121,0
2631,157,148,1
2632,8,0,1
2632,8,2,1
2633,4,0,1
2636,36,1,0
2636,36,28,0
2636,36,32,0
2637,17,5,1
2637,17,15,0
2638,140,5,1
2638,140,11,1
2638,140,17,0
2638,140,18,1
2638,140,48,1
2638,140,51,1
2638,140,108,0
2638,140,133,1
2639,99,3,1
2639,99,9,1
2639,99,43,0
2639,99,62,0
2639,99,63,0
2639,99,97,0
2640,19,2,0
2640,19,10,0
2642,32,27,0
2642,32,31,0
2643,18,2,0
2643,18,5,0
2643,18,14,1
2644,45,21,0
2644,45,22,0
2644,45,35,0
2644,45,43,0
2647,12,0,0
2648,22,4,0
2648,22,15,1
2649,38,27,0
2649,38,32,0
2650,103,7,1
2650,103,22,1
2650,103,26,1
2650,103,32,0
2650,103,59,0
2650,103,87,1
2650,103,88,0
2652,23,21,0
2653,30,2,1
2653,30,11,0
2653,30,14,1
2653,30,17,1
2654,14,6,0
2657,20,1,1
2658,19,15,1
2660,25,1,1
2660,25,6,0
2660,25,10,1
2661,20,3,0
2663,142,6,0
2663,142,31,1
2663,142,53,1
2663,142,84,0
2663,142,98,0
2663,142,108,0
2663,142,110,0
2663,142,124,0
2666,6,4,1
2667,15,7,1
2667,15,8,0
2667,15,9,0
2668,69,7,0
2668,69,15,0
2668,69,34,1
2668,69,40,0
2668,69,43,0
2668,69,66,1
2669,94,38,1
2669,94,42,1
2669,94,85,1
2669,94,92,0
2670,18,15,0
2672,52,4,1
2672,52,17,0
2673,81,60,1
2673,81,61,1
2674,22,1,1
2674,22,11,1
2674,22,15,1
2675,76,23,0
2675,76,52,0
2677,55,4,0
2677,55,7,0
2677,55,12,0
2677,55,30,0
2677,55,41,0
2677,55,49,1
2678,58,5,1
2678,58,10,0
2678,58,15,0
2678,58,21,1
2678,58,26,1
2678,58,27,1
2678,58,31,1
2678,58,43,1
2681,29,5,1
2681,29,12,0
2682,440,3,0
2682,440,25,0
2682,440,51,0
2682,440,60,0
2682,440,72,0
2682,440,75,0
2682,440,88,1
2682,440,105,1
2682,440,141,1
2682,440,167,0
2682,440,169,1
2682,440,223,1
2682,440,226,1
2682,440,273,0
2682,440,298,0
2682,440,315,0
2682,440,331,0
2682,440,350,1
2682,440,353,1
2682,440,356,1
2682,440,370,1
2682,440,372,0
2682,440,401,1
2682,440,424,0
2682,440,427,0
2684,62,19,1
2684,62,38,1
2685,111,1,0
2685,111,10,1
2685,111,26,0
2685,111,42,1
2685,111,43,1
2685,111,94,0
2685,111,105,0
2686,14,4,0
2687,31,16,0
2687,31,17,0
2687,31,28,1
2689,109,29,0
2689,109,38,0
2689,109,50,0
2689,109,68,0
2689,109,79,1
2691,31,3,1
2692,55,12,0
2692,55,17,0
2692,55,21,1
2692,55,36,0
2692,55,43,0
2692,55,47,1
2692,55,52,1
2692,55,53,0
2693,25,0,0
2693,25,20,0
2696,1,0,0
2697,19,3,1
2697,19,15,0
2698,46,1,0
2698,46,23,1
2698,46,31,1
2698,46,36,0
2699,12,5,1
2700,31,5,1
2700,31,18,0
2700,31,30,0
2701,16,4,0
2702,39,21,0
2705,122,11,0
2705,122,16,0
2705,122,23,0
2705,122,51,1
2705,122,64,1
2705,122,73,0
2705,122,83,1
2705,122,105,1
2705,122,116,1
2706,50,10,0
2706,50,17,1
2706,50,22,0
2706,50,24,1
2706,50,30,0
2706,50,39,0
2706,50,43,0
2707,23,16,0
2708,7,3,0
2709,29,23,0
2711,45,0,0
2711,45,6,1
2711,45,43,0
2711,45,44,0
2712,48,17,0
2712,48,28,1
2712,48,30,1
2712,48,42,1
2714,38,16,1
2714,38,21,1
2714,38,22,0
2714,38,30,0
2715,12,4,0
2717,43,13,0
2717,43,24,0
2718,31,6,1
2718,31,30,0
2719,10,3,1
2721,30,22,0
2722,18,13,1
2723,8,2,0
2724,30,2,0
2724,30,16,1
2724,30,27,0
2725,11,7,0
2726,113,3,1
2726,113,30,1
2726,113,31,1
2726,113,57,0
2726,113,62,0
2726,113,70,0
2726,113,79,0
2726,113,109,1
2728,32,13,0
2728,32,14,0
2730,24,10,0
2731,13,5,0
2731,13,11,0
2732,14,5,1
2733,66,17,1
2733,66,29,1
2734,32,4,1
2734,32,5,1
2734,32,6,1
2734,32,19,0
2734,32,28,1
2735,55,8,1
2735,55,14,0
2735,55,18,0
2735,55,25,0
2735,55,30,0
2735,55,52,1
2736,18,3,1
2739,62,17,1
2740,120,26,0
2740,120,97,1
2740,120,109,0
2740,120,113,0
2741,13,12,0
2742,27,2,1
2742,27,23,1
2744,14,4,0
2747,12,2,0
2747,12,5,0
2750,29,18,0
2750,29,21,0
2751,12,2,0
2752,97,11,1
2752,97,17,1
2752,97,43,1
2752,97,47,0
2752,97,49,0
2760,32,13,1
2760,32,20,0
2762,39,13,0
2762,39,18,1
2762,39,23,0
2762,39,26,0
2763,11,4,0
2763,11,9,0
2766,42,20,1
2766,42,28,1
2768,21,5,1
2768,21,17,0
2770,28,12,1
2771,33,6,0
2771,33,8,1
2771,33,12,1
2773,12,1,1
2774,41,10,0
2774,41,21,1
2775,145,3,1
2775,145,18,0
2775,145,51,1
2775,145,54,1
2775,145,95,0
2775,145,118,1
2777,18,11,1
2778,49,1,1
2778,49,20,0
2778,49,30,0
2778,49,32,0
2778,49,35,1
2780,31,12,0
2780,31,14,0
2780,31,15,0
2780,31,16,0
2780,31,18,0
2780,31,21,0
2780,31,29,1
2781,67,14,1
2781,67,18,0
2781,67,46,1
2783,84,44,1
2783,84,54,1
2783,84,58,1
2783,84,61,0
2783,84,69,1
2783,84,83,0
2784,46,10,1
2784,46,40,1
2785,84,0,0
2785,84,23,1
2785,84,26,0
2786,21,6,1
2786,21,20,0
2787,62,39,0
2787,62,47,0
2787,62,51,0
2788,6,1,0
2788,6,2,1
2789,50,5,1
2789,50,23,0
2789,50,36,1
2790,19,0,1
2790,19,8,1
2794,24,12,1
2794,24,15,1
2794,24,21,0
2795,61,8,1
2795,61,26,0
2795,61,41,1
2795,61,45,0
2795,61,49,0
2796,102,6,0
2796,102,69,1
2796,102,84,0
2797,12,5,1
2798,41,32,0
2798,41,37,1
2803,45,20,1
2803,45,26,1
2804,17,5,0
2804,17,9,0
2804,17,15,1
2806,40,9,1
2806,40,28,0
2806,40,29,0
2806,40,39,0
2810,22,1,0
2810,22,13,0
2811,26,8,0
2811,26,12,0
2813,75,17,0
2813,75,21,1
2813,75,53,0
2814,13,8,1
2815,53,40,0
2815,53,44,1
2817,67,10,0
2817,67,32,1
2817,67,57,1
2818,61,16,0
2818,61,30,0
2820,8,3,0
2820,8,4,0
2821,47,0,0
2821,47,5,0
2821,47,23,0
2822,7,6,0
2823,2,0,0
2824,60,8,1
2824,60,38,1
2824,60,45,0
2824,60,56,0
2829,10,3,0
2831,9,3,0
2831,9,4,0
2832,9,8,0
2833,111,6,1
2833,111,13,0
2833,111,34,1
2833,111,72,0
2833,111,77,0
2833,111,78,0
2833,111,83,1
2833,111,84,0
2833,111,87,0
2833,111,92,1
2834,22,2,0
2835,39,34,1
2835,39,37,0
2835,39,38,0
2836,64,14,1
2836,64,24,0
2836,64,59,1
2836,64,63,0
2837,4,1,0
2838,3,2,0
2839,63,15,1
2839,63,24,0
2842,79,6,0
2842,79,19,1
2842,79,75,0
2847,6,1,1
2848,48,21,0
2848,48,34,0
2848,48,39,0
2848,48,47,0
2849,22,5,0
2851,22,7,0
2851,22,13,0
2853,34,1,1
2853,34,10,0
2853,34,30,0
2855,42,9,0
2855,42,14,0
2855,42,32,0
2855,42,38,0
2856,15,9,1
2856,15,11,0
2858,152,11,0
2858,152,25,0
2858,152,48,0
2858,152,51,0
2858,152,107,1
2858,152,119,0
2858,152,141,1
2859,6,1,1
2860,86,9,1
2860,86,10,0
2860,86,26,0
2860,86,27,1
2860,86,55,0
2862,16,4,0
2863,75,5,0
2863,75,13,1
2863,75,18,1
2863,75,20,1
2863,75,54,0
2863,75,67,0
2864,61,26,0
2864,61,27,0
2864,61,28,0
2864,61,36,0
2864,61,43,0
2864,61,55,1
2865,9,7,0
2866,95,1,1
2866,95,16,1
2866,95,17,1
2866,95,34,1
2866,95,42,0
2866,95,61,1
2866,95,69,0
2867,82,0,1
2867,82,11,0
2867,82,33,1
2867,82,37,0
2867,82,45,0
2867,82,60,0
2868,51,4,0
2868,51,10,0
2868,51,20,1
2868,51,34,0
2869,21,0,0
2870,44,10,0
2870,44,17,0
2870,44,38,1
2870,44,39,0
2871,21,13,1
2872,5,0,0
2873,99,44,0
2873,99,82,1
2875,19,10,0
2878,33,18,0
2878,33,29,0
2879,20,11,0
2879,20,12,0
2886,22,8,0
2886,22,9,0
2886,22,16,1
2888,82,2,0
2888,82,4,1
2888,82,5,0
2888,82,68,0
2888,82,70,0
2888,82,76,0
2891,30,13,0
2892,1,0,0
2893,10,3,0
2894,118,6,0
2894,118,30,0
2894,118,37,1
2894,118,64,1
2894,118,71,0
2894,118,87,0
2894,118,90,0
2894,118,93,0
2894,118,96,0
2894,118,103,0
2894,118,106,0
2896,52,9,0
2896,52,20,0
2896,52,47,0
2897,5,0,0
2898,35,10,0
2899,46,26,0
2899,46,29,1
2900,2,0,0
2901,22,4,1
2901,22,15,1
2903,132,12,1
2903,132,37,0
2903,132,41,0
2903,132,47,1
2903,132,53,0
2903,132,84,0
2903,132,90,1
2903,132,94,0
2903,132,101,1
2903,132,121,0
2906,66,1,0
2906,66,7,1
2906,66,11,0
2906,66,33,1
2906,66,58,0
2908,38,13,0
2908,38,21,0
2908,38,23,1
2908,38,33,1
2909,16,6,0
2909,16,11,0
2910,18,0,1
2910,18,2,0
2910,18,3,0
2910,18,7,0
2910,18,12,0
2911,21,16,0
2912,32,7,1
2918,100,34,1
2918,100,53,0
2918,100,75,1
2918,100,78,1
2918,100,88,0
2918,100,99,0
2919,42,12,0
2919,42,28,1
2919,42,35,0
2920,13,9,0
2924,16,5,0
2925,19,3,0
2926,7,5,0
2927,20,5,1
2927,20,14,1
2928,30,10,1
2928,30,17,1
2928,30,22,1
2929,46,0,0
2929,46,11,0
2929,46,22,0
2929,46,37,0
2929,46,39,1
2929,46,45,0
2930,2,0,0
2934,100,0,0
2934,100,2,0
2934,100,25,0
2934,100,26,0
2934,100,32,0
2934,100,40,0
2936,49,7,0
2936,49,20,0
2936,49,21,0
2936,49,35,0
2937,14,10,0
2941,15,10,0
2941,15,14,0
2942,24,1,0
2942,24,14,0
2942,24,17,0
2945,13,0,1
2945,13,6,1
2946,27,8,0
2947,52,2,0
2947,52,8,0
2947,52,18,1
2947,52,26,0
2949,3,0,0
2950,88,1,0
2950,88,19,0
2950,88,53,0
2950,88,59,0
2950,88,60,0
2950,88,62,0
2950,88,64,0
2950,88,86,0
2951,20,12,0
2953,1,0,0
2954,11,8,1
2955,40,4,1
2958,100,18,0
2958,100,28,0
2958,100,47,0
2958,100,48,0
2958,100,50,0
2958,100,67,0
2958,100,93,0
2958,100,97,0
2959,10,8,0
2960,8,5,0
2961,32,3,0
2961,32,7,0
2961,32,10,0
2961,32,13,0
2964,50,1,0
2965,46,3,0
2965,46,37,1
2966,102,5,1
2966,102,17,1
2966,102,23,0
2966,102,43,1
2966,102,61,0
2966,102,71,1
2966,102,85,0
2966,102,87,0
2967,21,4,0
2968,22,3,1
2968,22,20,0
2969,78,7,0
2969,78,39,1
2969,78,50,0
2969,78,57,0
2969,78,69,0
2970,15,1,0
2970,15,13,0
2970,15,14,0
2972,47,29,0
2972,47,31,0
2976,42,9,0
2976,42,17,1
2976,42,19,0
2976,42,27,0
2977,3,1,0
2979,12,0,0
2984,139,18,0
2984,139,25,0
2984,139,28,0
2984,139,36,1
2984,139,46,1
2984,139,47,0
2984,139,76,1
2984,139,82,0
2984,139,96,1
2984,139,111,0
2984,139,129,1
2987,87,1,0
2987,87,19,0
2987,87,24,0
2989,37,12,1
2989,37,17,0
2989,37,23,0
2989,37,33,1
2991,58,10,0
2991,58,51,1
2992,51,15,0
2992,51,17,0
2992,51,24,1
2992,51,41,1
2992,51,45,0
2992,51,46,0
2993,4,1,0
2995,29,3,0
2995,29,17,0
2996,46,35,0
2996,46,38,0
2998,84,21,1
2998,84,22,1
2998,84,34,0
2998,84,43,1
2998,84,75,1
2998,84,79,1
2999,48,2,1
2999,48,41,0
2999,48,43,1
3001,2,1,0
3009,18,1,0
3009,18,3,0
3009,18,14,0
3010,124,22,1
3010,124,27,0
3010,124,30,1
3010,124,44,0
3010,124,65,0
3010,124,116,1
3011,111,7,0
3011,111,32,1
3011,111,88,1
3011,111,104,0
3012,16,2,0
3013,13,10,0
3014,27,1,0
3014,27,2,0
3014,27,22,0
3015,55,44,1
3016,35,7,0
3016,35,28,0
3017,19,4,0
3018,18,17,0
3019,39,12,1
3019,39,38,0
3021,1,0,0
3022,42,2,0
3022,42,6,0
3022,42,26,0
3023,28,3,1
3023,28,18,1
3023,28,23,0
3025,39,15,1
3025,39,16,0
3025,39,30,0
3027,68,4,0
3027,68,5,1
3027,68,7,0
3027,68,32,1
3027,68,35,1
3027,68,55,0
3027,68,63,1
3029,5,0,0
3029,5,2,0
3029,5,3,0
3032,32,24,0
3032,32,29,0
3033,36,15,0
3033,36,25,1
3033,36,35,0
3035,87,9,0
3035,87,15,0
3035,87,18,0
3035,87,24,1
3035,87,47,0
3035,87,75,1
3037,16,2,0
3037,16,9,1
3038,210,7,1
3038,210,30,1
3038,210,92,0
3038,210,99,1
3038,210,127,0
3038,210,152,0
3038,210,153,1
3038,210,154,0
3038,210,163,0
3038,210,174,0
3038,210,199,0
3038,210,208,0
3039,13,3,0
3040,114,12,0
3040,114,48,1
3040,114,51,0
3040,114,53,1
3040,114,54,0
3040,114,76,1
3040,114,86,0
3040,114,89,0
3040,114,91,1
3040,114,94,0
3041,24,11,1
3042,73,10,1
3042,73,16,0
3042,73,40,0
3042,73,45,0
3042,73,49,1
3043,45,13,0
3044,14,10,1
3046,9,4,0
3047,81,9,0
3047,81,31,0
3047,81,51,0
3047,81,54,1
3048,50,3,0
3048,50,12,1
3048,50,28,0
3049,12,2,0
3051,16,4,1
3052,193,3,0
3052,193,6,1
3052,193,29,0
3052,193,40,1
3052,193,46,1
3052,193,52,0
3052,193,54,1
3052,193,104,1
3052,193,122,1
3052,193,129,1
3052,193,142,0
3052,193,148,1
3052,193,166,1
3052,193,167,1
3053,161,44,1
3053,161,59,1
3053,161,71,1
3053,161,110,0
3053,161,111,1
3053,161,118,1
3053,161,149,1
3053,161,150,1
3055,194,1,0
3055,194,54,1
3055,194,66,1
3055,194,82,0
3055,194,110,1
3055,194,125,0
3055,194,133,1
3055,194,138,0
3055,194,146,0
3055,194,156,1
3055,194,180,0
3055,194,190,1
3056,31,12,1
3056,31,22,1
3056,31,29,0
3057,15,5,1
3057,15,11,1
3059,11,8,0
3060,107,11,0
3060,107,38,0
3060,107,76,0
3060,107,87,1
3060,107,91,0
3061,142,7,0
3061,142,37,0
3061,142,44,0
3061,142,73,1
3061,142,88,0
3061,142,99,1
3061,142,111,0
3061,142,116,1
3061,142,130,0
3063,22,13,1
3064,138,59,0
3064,138,64,0
3064,138,71,1
3064,138,97,0
3065,2,1,0
3069,51,24,0
3069,51,44,0
3071,18,8,0
3071,18,15,0
3072,23,6,1
3073,130,0,0
3073,130,2,1
3073,130,13,1
3073,130,59,0
3073,130,106,1
3073,130,125,1
3074,65,9,0
3074,65,11,0
3074,65,47,1
3076,6,2,1
3077,63,7,0
3077,63,23,1
3079,27,11,0
3079,27,21,0
3082,96,91,0
3083,54,18,1
3083,54,26,1
3083,54,44,1
3084,60,2,0
3084,60,3,0
3084,60,7,1
3084,60,24,0
3084,60,57,0
3087,67,20,1
3087,67,22,0
3087,67,38,0
3087,67,41,0
3087,67,48,1
3087,67,62,0
3089,62,15,0
3089,62,55,0
3091,87,27,1
3091,87,35,1
3091,87,48,0
3091,87,56,0
3091,87,70,1
3091,87,86,0
3093,250,16,0
3093,250,27,0
3093,250,30,0
3093,250,37,1
3093,250,69,0
3093,250,70,0
3093,250,77,0
3093,250,96,0
3093,250,110,0
3093,250,111,1
3093,250,144,0
3093,250,149,1
3093,250,163,1
3094,37,17,0
3094,37,20,0
3094,37,22,0
3095,50,15,1
3095,50,21,1
3095,50,31,0
3095,50,44,0
3097,40,24,1
3097,40,26,1
3099,15,0,0
3099,15,2,0
3100,57,6,1
3100,57,24,0
3101,67,1,0
3101,67,22,1
3101,67,55,1
3101,67,61,1
3101,67,64,0
3102,15,2,0
3102,15,7,0
3103,41,39,0
3104,18,5,0
3105,28,4,0
3106,90,5,0
3106,90,10,0
3106,90,24,0
3106,90,61,0
3108,13,7,0
3109,76,10,0
3111,42,10,0
3111,42,19,1
3111,42,20,1
3111,42,31,1
3112,26,18,0
3113,21,16,1
3115,75,53,1
3115,75,58,0
3115,75,74,0
3116,59,11,1
3116,59,19,1
3116,59,45,0
3117,29,3,0
3117,29,8,0
3117,29,27,0
3117,29,28,0
3119,5,2,0
3127,32,7,0
3127,32,15,1
3128,84,36,0
3128,84,48,0
3128,84,78,0
3132,14,7,0
3132,14,13,0
3133,52,2,1
3133,52,9,0
3133,52,21,1
3133,52,45,1
3133,52,51,0
3134,75,1,1
3134,75,3,1
3134,75,4,0
3134,75,21,1
3135,1,0,0
3136,86,6,1
3136,86,17,1
3136,86,39,1
3136,86,59,1
3136,86,64,0
3136,86,70,1
3136,86,78,0
3138,2,0,0
3139,68,9,0
3139,68,11,0
3139,68,16,0
3139,68,29,1
3139,68,42,1
3139,68,43,0
3139,68,50,1
3140,60,23,0
3140,60,25,1
3140,60,29,1
3141,3,2,0
3144,281,19,1
3144,281,31,1
3144,281,38,1
3144,281,80,1
3144,281,85,1
3144,281,88,1
3144,281,90,0
3144,281,110,0
3144,281,111,1
3144,281,122,1
3144,281,124,1
3144,281,141,1
3144,281,146,1
3144,281,169,1
3144,281,174,1
3144,281,179,0
3144,281,203,1
3144,281,206,1
3144,281,210,1
3144,281,218,1
3144,281,235,1
3144,281,252,1
3144,281,257,1
3145,59,18,1
3145,59,30,1
3145,59,31,1
3147,73,5,1
3147,73,10,1
3147,73,15,0
3147,73,50,0
3147,73,69,0
3148,6,3,0
3150,190,0,0
3150,190,5,0
3150,190,8,1
3150,190,26,1
3150,190,55,1
3150,190,66,1
3150,190,91,0
3150,190,95,0
3150,190,111,1
3150,190,128,1
3150,190,130,0
3150,190,142,1
3150,190,154,1
3150,190,170,1
3151,25,9,1
3151,25,14,0
3151,25,22,0
3153,115,3,1
3153,115,11,0
3153,115,45,1
3153,115,58,0
3153,115,59,1
3153,115,63,0
3153,115,76,1
3153,115,106,0
3154,19,4,0
3154,19,5,0
3155,140,4,0
3155,140,16,0
3155,140,43,1
3155,140,125,1
3156,54,39,0
3156,54,44,1
3157,24,3,0
3157,24,21,0
3159,32,7,1
3159,32,19,0
3159,32,20,0
3159,32,24,1
3160,10,3,1
3161,37,4,0
3161,37,25,1
3161,37,29,1
3162,26,23,1
3164,73,41,1
3164,73,62,0
3164,73,66,0
3164,73,69,0
3166,24,22,1
3168,70,11,0
3168,70,28,0
3168,70,41,1
3168,70,47,0
3173,31,20,1
3174,97,3,0
3174,97,36,0
3174,97,37,1
3174,97,57,1
3174,97,60,0
3174,97,63,0
3174,97,87,0
3174,97,90,1
3175,56,19,0
3175,56,49,1
3177,12,1,1
3180,245,11,0
3180,245,15,1
3180,245,40,1
3180,245,74,0
3180,245,121,0
3180,245,134,1
3180,245,135,1
3180,245,142,1
3180,245,144,0
3180,245,152,0
3180,245,158,1
3180,245,169,1
3180,245,174,1
3180,245,183,1
3180,245,214,0
3180,245,222,1
3180,245,244,0
3181,28,0,1
3181,28,9,1
3182,15,4,1
3183,43,4,0
3183,43,6,0
3183,43,38,0
3186,82,2,0
3186,82,13,0
3186,82,24,1
3186,82,27,1
3186,82,35,0
3188,13,1,1
3188,13,5,0
3189,10,1,1
3190,31,13,0
3192,144,3,0
3192,144,11,1
3192,144,15,1
3192,144,51,0
3192,144,61,1
3192,144,66,1
3192,144,84,1
3192,144,88,1
3192,144,94,1
3192,144,95,1
3192,144,119,1
3192,144,137,1
3194,57,10,0
3194,57,20,1
3194,57,26,0
3194,57,31,0
3194,57,46,0
3194,57,50,1
3194,57,51,0
3195,121,1,1
3195,121,16,1
3195,121,47,1
3195,121,102,1
3196,33,5,0
3196,33,14,1
3196,33,18,1
3197,10,0,1
3197,10,2,0
3199,36,7,0
3201,53,3,0
3201,53,7,1
3201,53,14,1
3201,53,17,1
3201,53,31,1
3201,53,42,0
3202,17,10,1
3203,65,21,1
3203,65,31,1
3204,29,11,1
3205,24,14,0
3205,24,20,0
3206,154,16,1
3206,154,17,1
3206,154,61,1
3206,154,72,1
3206,154,94,1
3206,154,99,1
3206,154,110,1
3207,13,6,1
3207,13,10,1
3209,10,5,1
3214,251,9,1
3214,251,44,1
3214,251,52,1
3214,251,74,1
3214,251,80,1
3214,251,98,1
3214,251,130,1
3214,251,137,1
3214,251,139,1
3214,251,144,1
3214,251,161,1
3214,251,181,1
3214,251,214,0
3214,251,216,1
3214,251,222,0
3214,251,227,1
3214,251,239,0
3215,13,3,0
3216,99,5,1
3216,99,11,0
3216,99,30,1
3216,99,31,1
3216,99,35,0
3216,99,38,1
3216,99,39,0
3216,99,43,1
3216,99,58,0
3216,99,61,0
3216,99,90,0
3217,31,8,0
3217,31,26,0
3219,7,2,1
3220,45,12,0
3220,45,23,0
3220,45,26,0
3220,45,30,1
3221,29,3,0
3221,29,7,0
3221,29,15,1
3221,29,16,0
3222,5,2,1
3223,13,6,0
3224,6,4,0
3225,14,6,1
3225,14,7,0
3225,14,11,0
3226,103,2,1
3226,103,31,0
3226,103,35,1
3226,103,57,0
3226,103,62,0
3226,103,79,1
3226,103,82,0
3230,40,24,1
3233,106,4,1
3233,106,12,1
3233,106,35,1
3233,106,70,0
3233,106,74,0
3233,106,91,1
3234,101,1,1
3234,101,21,1
3234,101,25,0
3234,101,64,1
3234,101,86,0
3234,101,89,0
3234,101,90,1
3235,124,13,0
3235,124,33,1
3235,124,69,1
3235,124,71,1
3235,124,91,1
3237,17,11,0
3238,69,1,0
3238,69,6,0
3238,69,14,0
3238,69,43,1
3238,69,46,1
3238,69,62,1
3238,69,66,1
3239,8,1,1
3241,15,6,0
3242,17,3,0
3243,40,2,0
3243,40,8,1
3245,87,34,1
3245,87,41,1
3245,87,43,1
3245,87,56,1
3245,87,61,1
3245,87,70,1
3246,11,2,0
3247,43,10,0
3247,43,21,1
3249,193,2,0
3249,193,19,0
3249,193,20,0
3249,193,38,0
3249,193,56,0
3249,193,61,0
3249,193,84,0
3249,193,123,1
3249,193,132,1
3249,193,142,1
3249,193,160,1
3249,193,174,1
3250,29,26,1
3251,36,16,1
3251,36,28,0
3254,9,4,1
3254,9,8,0
3255,146,7,1
3255,146,14,1
3255,146,20,0
3255,146,30,1
3255,146,60,1
3255,146,77,1
3255,146,78,0
3255,146,108,1
3255,146,113,1
3255,146,119,0
3255,146,124,0
3255,146,133,1
3255,146,136,1
3255,146,144,0
3256,83,20,1
3256,83,64,0
3256,83,66,0
3256,83,76,0
3258,50,12,1
3258,50,24,1
3258,50,47,1
3262,13,6,0
3263,6,3,0
3267,8,1,0
3267,8,4,0
3268,53,2,1
3268,53,20,0
3268,53,26,0
3269,22,3,0
3269,22,14,0
3270,45,8,0
3270,45,26,0
3271,54,17,1
3271,54,25,1
3272,43,2,0
3272,43,11,1
3272,43,26,1
3272,43,31,0
3272,43,32,1
3272,43,34,1
3273,126,65,1
3273,126,66,1
3273,126,97,0
3273,126,100,0
3273,126,120,0
3273,126,122,0
3274,9,4,0
3276,24,20,0
3276,24,22,1
3278,42,17,0
3278,42,35,0
3279,17,13,0
3281,54,3,0
3281,54,4,0
3281,54,27,0
3281,54,31,0
3281,54,35,0
3281,54,52,1
3282,117,19,1
3282,117,36,1
3282,117,40,1
3282,117,50,0
3282,117,64,0
3282,117,71,1
3282,117,99,0
3287,77,9,0
3287,77,38,1
3288,88,2,1
3288,88,26,1
3288,88,45,0
3288,88,48,0
3288,88,55,0
3288,88,56,0
3288,88,58,1
3289,37,18,0
3289,37,20,1
3289,37,36,0
3290,90,12,0
3290,90,18,0
3290,90,42,0
3291,124,8,1
3291,124,23,0
3291,124,24,1
3291,124,43,0
3291,124,72,0
3291,124,104,0
3291,124,108,0
3291,124,110,0
3291,124,121,0
3295,35,1,0
3295,35,24,0
3296,179,41,0
3296,179,51,0
3296,179,53,1
3296,179,69,0
3296,179,76,0
3296,179,111,1
3296,179,134,1
3296,179,135,0
3296,179,151,1
3296,179,157,1
3296,179,173,0
3296,179,178,0
3297,45,15,0
3297,45,19,1
3297,45,27,0
3298,3,1,0
3298,3,2,0
3299,91,13,0
3299,91,16,0
3299,91,36,0
3299,91,38,0
3299,91,51,0
3299,91,64,1
3299,91,67,0
3299,91,69,0
3299,91,82,0
3299,91,89,1
3304,14,3,0
3304,14,8,0
3304,14,12,0
3304,14,13,0
3305,40,7,0
3305,40,22,1
3305,40,23,1
3305,40,31,0
3305,40,33,1
3305,40,34,0
3307,68,26,0
3307,68,33,0
3307,68,40,1
3308,7,5,1
3308,7,6,0
3309,48,9,1
3309,48,27,0
3309,48,34,0
3310,48,1,1
3310,48,19,0
3310,48,20,0
3310,48,22,0
3310,48,35,1
3313,20,15,0
3314,2,0,1
3315,62,33,0
3315,62,43,0
3316,33,10,1
3317,91,10,1
3317,91,48,0
3317,91,53,1
3319,7,1,0
3319,7,2,0
3319,7,4,1
3321,79,3,0
3321,79,14,0
3321,79,34,1
3321,79,42,1
3321,79,44,0
3321,79,53,1
3321,79,54,1
3321,79,68,0
3323,55,1,1
3323,55,2,0
3323,55,8,0
