session_id,session_length,session_position,is_skip_int
3396,124,123,0
3397,63,4,1
3397,63,6,1
3397,63,47,1
3398,15,6,0
3398,15,10,1
3399,11,0,0
3399,11,6,0
3402,83,2,1
3402,83,18,0
3402,83,38,1
3402,83,63,0
3403,174,12,0
3403,174,21,1
3403,174,26,1
3403,174,38,0
3403,174,44,0
3403,174,55,1
3403,174,100,1
3403,174,101,0
3403,174,107,0
3403,174,113,1
3403,174,130,1
3403,174,156,1
3403,174,159,1
3404,31,8,0
3404,31,26,0
3404,31,29,1
3405,8,0,0
3405,8,5,1
3406,58,14,1
3406,58,19,1
3406,58,28,1
3406,58,29,1
3406,58,37,1
3406,58,51,1
3407,137,14,0
3407,137,46,1
3407,137,54,1
3407,137,85,1
3407,137,128,0
3408,41,0,1
3408,41,5,0
3408,41,37,0
3408,41,38,1
3410,85,8,1
3410,85,45,1
3410,85,57,1
3410,85,76,1
3411,210,6,1
3411,210,15,1
3411,210,24,0
3411,210,28,1
3411,210,54,1
3411,210,55,1
3411,210,60,1
3411,210,79,1
3411,210,83,1
3411,210,84,1
3411,210,128,1
3411,210,136,1
3411,210,161,1
3411,210,164,1
3411,210,174,1
3411,210,178,1
3411,210,189,1
3411,210,193,1
3414,228,103,0
3414,228,116,1
3414,228,125,0
3414,228,128,0
3414,228,182,0
3414,228,199,1
3414,228,207,1
3416,50,12,1
3416,50,30,1
3416,50,32,1
3416,50,34,0
3417,86,6,0
3417,86,61,1
3418,2,0,0
3419,10,6,0
3420,82,45,1
3420,82,81,0
3421,35,32,0
3422,15,10,1
3422,15,12,1
3424,13,0,0
3427,34,1,0
3428,28,9,1
3429,163,42,0
3429,163,62,1
3429,163,120,1
3429,163,140,0
3429,163,143,1
3429,163,150,1
3429,163,161,1
3430,41,13,1
3431,113,24,1
3431,113,30,1
3431,113,76,1
3431,113,93,0
3431,113,105,0
3431,113,110,1
3431,113,112,0
3433,23,18,0
3434,30,9,1
3436,280,8,0
3436,280,32,0
3436,280,42,0
3436,280,43,1
3436,280,56,1
3436,280,57,1
3436,280,64,0
3436,280,77,1
3436,280,142,0
3436,280,145,1
3436,280,158,1
3436,280,160,1
3436,280,173,1
3436,280,190,1
3436,280,199,1
3436,280,212,1
3436,280,241,1
3436,280,253,1
3436,280,270,1
3436,280,272,1
3437,16,1,0
3438,62,2,0
3438,62,10,1
3438,62,15,1
3438,62,17,1
3438,62,19,1
3438,62,24,1
3440,197,7,0
3440,197,22,0
3440,197,105,1
3440,197,134,1
3440,197,135,0
3440,197,141,0
3440,197,146,1
3440,197,183,1
3444,18,7,1
3445,17,9,0
3447,3,2,0
3448,58,8,1
3448,58,15,0
3448,58,24,0
3448,58,30,0
3448,58,54,0
3448,58,55,0
3451,45,4,0
3451,45,6,1
3452,28,12,1
3453,19,0,1
3453,19,14,0
3454,81,2,1
3454,81,10,1
3454,81,22,1
3454,81,41,1
3454,81,52,0
3454,81,77,1
3456,71,25,0
3456,71,45,1
3456,71,48,0
3456,71,52,1
3456,71,62,0
3459,69,12,0
3459,69,52,0
3459,69,64,0
3460,47,7,1
3460,47,12,0
3462,145,16,1
3462,145,95,1
3462,145,130,0
3462,145,136,1
3463,116,0,1
3463,116,39,0
3463,116,55,0
3463,116,82,1
3463,116,88,1
3463,116,101,0
3466,65,1,0
3466,65,4,0
3466,65,25,0
3466,65,29,0
3467,2,1,0
3468,69,8,1
3468,69,18,0
3468,69,23,0
3468,69,51,1
3468,69,65,1
3468,69,67,1
3469,44,5,0
3470,177,3,1
3470,177,13,0
3470,177,24,1
3470,177,39,1
3470,177,48,1
3470,177,58,0
3470,177,78,1
3470,177,80,0
3470,177,86,0
3470,177,125,1
3470,177,160,1
3470,177,170,1
3472,202,12,1
3472,202,17,1
3472,202,25,1
3472,202,32,1
3472,202,52,0
3472,202,55,0
3472,202,62,0
3472,202,91,0
3472,202,97,1
3472,202,106,0
3472,202,121,0
3472,202,174,0
3472,202,190,1
3472,202,198,1
3475,33,11,1
3475,33,21,1
3476,156,30,1
3476,156,70,1
3476,156,75,0
3476,156,99,0
3476,156,137,0
3476,156,152,0
3478,48,20,1
3478,48,27,0
3478,48,36,0
3480,10,6,0
3481,137,10,1
3481,137,12,1
3481,137,22,1
3481,137,31,0
3481,137,36,1
3481,137,54,1
3481,137,55,1
3481,137,60,1
3481,137,66,1
3481,137,85,1
3481,137,88,1
3481,137,102,0
3481,137,110,1
3481,137,113,1
3481,137,122,1
3481,137,133,1
3482,113,12,1
3482,113,31,1
3482,113,42,1
3482,113,55,1
3482,113,65,1
3482,113,66,1
3482,113,109,1
3483,264,15,0
3483,264,34,1
3483,264,36,1
3483,264,39,0
3483,264,46,1
3483,264,69,0
3483,264,72,1
3483,264,84,1
3483,264,115,1
3483,264,116,1
3483,264,127,1
3483,264,133,0
3483,264,141,1
3483,264,145,1
3483,264,170,1
3483,264,173,0
3483,264,176,1
3483,264,182,1
3483,264,197,1
3483,264,206,1
3483,264,230,1
3483,264,234,0
3484,8,3,0
3488,29,4,0
3488,29,17,1
3488,29,27,1
3489,242,18,1
3489,242,26,1
3489,242,28,0
3489,242,53,1
3489,242,79,1
3489,242,107,0
3489,242,113,0
3489,242,152,1
3489,242,154,1
3489,242,167,1
3489,242,177,1
3489,242,189,0
3489,242,196,1
3489,242,199,0
3489,242,207,0
3489,242,209,1
3489,242,212,0
3489,242,218,0
3489,242,238,0
3490,199,6,0
3490,199,19,0
3490,199,54,0
3490,199,75,1
3490,199,86,1
3490,199,154,1
3490,199,166,0
3492,246,29,1
3492,246,32,1
3492,246,48,0
3492,246,58,0
3492,246,63,1
3492,246,85,1
3492,246,100,1
3492,246,101,0
3492,246,139,1
3492,246,147,1
3492,246,156,1
3492,246,179,1
3492,246,185,1
3492,246,194,0
3492,246,197,0
3492,246,207,1
3492,246,222,1
3492,246,235,1
3492,246,241,1
3493,32,24,1
3493,32,31,0
3495,115,6,0
3495,115,7,0
3495,115,11,1
3495,115,90,0
3496,46,3,0
3496,46,34,1
3497,36,0,0
3497,36,3,0
3497,36,4,1
3498,24,20,0
3499,25,7,1
3499,25,23,0
3499,25,24,0
3500,94,18,1
3500,94,25,1
3500,94,26,1
3500,94,64,1
3500,94,73,0
3500,94,80,0
3501,26,14,0
3502,85,10,1
3502,85,11,0
3502,85,29,1
3502,85,33,0
3502,85,47,0
3502,85,51,0
3503,87,0,1
3503,87,17,1
3503,87,41,1
3503,87,59,0
3504,2,0,0
3505,65,8,0
3505,65,11,1
3505,65,29,1
3505,65,35,1
3505,65,36,1
3505,65,41,1
3506,19,17,0
3507,76,7,0
3507,76,14,1
3507,76,15,1
3507,76,20,1
3507,76,35,0
3508,84,3,1
3508,84,11,1
3508,84,15,1
3508,84,58,1
3508,84,62,1
3508,84,80,1
3509,193,2,0
3509,193,3,1
3509,193,22,0
3509,193,29,0
3509,193,69,0
3509,193,103,1
3509,193,105,1
3509,193,117,1
3509,193,120,1
3509,193,123,1
3509,193,125,1
3509,193,132,1
3509,193,133,1
3509,193,138,1
3509,193,141,1
3509,193,154,1
3509,193,161,1
3510,11,4,0
3511,173,2,1
3511,173,8,1
3511,173,19,1
3511,173,54,1
3511,173,64,1
3511,173,68,1
3511,173,140,1
3511,173,156,0
3511,173,166,0
3512,69,1,0
3512,69,9,0
3512,69,18,0
3512,69,57,0
3513,127,1,1
3513,127,4,0
3513,127,6,0
3513,127,8,0
3513,127,11,0
3513,127,29,0
3513,127,47,0
3513,127,48,1
3513,127,81,0
3513,127,103,1
3514,71,44,0
3514,71,59,1
3515,45,20,1
3515,45,25,0
3515,45,40,1
3516,32,0,0
3516,32,4,1
3516,32,15,1
3516,32,29,0
3517,78,6,0
3517,78,10,0
3517,78,35,1
3517,78,43,0
3517,78,52,0
3517,78,70,1
3519,49,4,1
3519,49,12,0
3519,49,23,0
3519,49,38,0
3520,129,17,0
3520,129,26,1
3520,129,30,1
3520,129,32,1
3520,129,66,1
3520,129,72,1
3520,129,76,1
3520,129,88,1
3520,129,126,1
3521,20,11,0
3522,91,17,1
3522,91,37,0
3522,91,67,1
3522,91,82,1
3523,14,1,0
3524,129,7,0
3524,129,17,0
3524,129,21,1
3524,129,28,1
3524,129,44,0
3524,129,52,1
3524,129,58,0
3524,129,61,1
3524,129,98,0
3524,129,109,0
3524,129,110,0
3524,129,125,1
3525,106,3,0
3525,106,5,0
3525,106,14,1
3525,106,52,1
3525,106,58,1
3525,106,59,1
3525,106,64,1
3525,106,65,0
3525,106,87,1
3525,106,97,0
3526,61,16,1
3526,61,50,0
3528,31,10,1
3528,31,11,0
3530,67,1,0
3530,67,19,0
3530,67,29,1
3530,67,44,1
3530,67,49,0
3530,67,51,0
3530,67,58,0
3533,112,15,0
3533,112,52,1
3533,112,55,0
3533,112,57,1
3533,112,79,0
3533,112,83,1
3533,112,92,1
3533,112,97,1
3533,112,105,1
3534,148,1,1
3534,148,8,0
3534,148,42,0
3534,148,50,0
3534,148,55,1
3534,148,58,1
3534,148,73,1
3534,148,98,1
3534,148,127,0
3535,63,5,1
3535,63,7,1
3536,32,11,1
3536,32,14,1
3536,32,22,1
3537,39,2,0
3537,39,11,1
3537,39,28,0
3538,63,5,0
3538,63,27,0
3538,63,33,0
3538,63,53,1
3539,69,24,0
3539,69,32,0
3539,69,35,0
3539,69,67,1
3540,18,7,0
3540,18,12,1
3541,53,0,0
3541,53,10,1
3541,53,13,0
3541,53,18,1
3541,53,21,1
3541,53,35,0
3541,53,42,0
3542,50,2,0
3542,50,5,1
3542,50,28,1
3542,50,49,0
3543,145,6,1
3543,145,19,0
3543,145,24,1
3543,145,26,1
3543,145,40,1
3543,145,51,1
3543,145,52,1
3543,145,74,0
3543,145,86,1
3543,145,96,1
3543,145,97,1
3543,145,113,1
3543,145,116,1
3543,145,121,1
3543,145,136,0
3543,145,142,0
3544,12,10,0
3545,59,6,0
3545,59,18,0
3545,59,26,1
3545,59,38,1
3546,40,7,1
3547,87,13,0
3547,87,14,1
3547,87,36,1
3547,87,55,0
3547,87,65,1
3547,87,85,1
3549,35,24,1
3550,127,4,0
3550,127,6,0
3550,127,48,0
3550,127,50,1
3550,127,56,1
3550,127,90,0
3550,127,119,0
3551,90,3,0
3551,90,13,0
3551,90,28,0
3551,90,35,0
3551,90,55,1
3551,90,63,1
3551,90,68,1
3551,90,77,1
3552,34,1,1
3552,34,6,1
3552,34,14,1
3552,34,28,1
3552,34,33,0
3553,90,15,1
3553,90,24,0
3553,90,72,1
3553,90,73,1
3553,90,75,1
3554,36,18,0
3554,36,35,0
3555,5,0,0
3556,19,7,0
3556,19,12,1
3557,69,23,1
3557,69,28,0
3557,69,65,0
3558,34,5,1
3558,34,7,0
3558,34,8,0
3558,34,18,0
3558,34,21,0
3558,34,23,0
3559,4,2,0
3561,17,0,1
3561,17,2,0
3562,240,7,0
3562,240,33,1
3562,240,41,0
3562,240,50,1
3562,240,61,0
3562,240,64,1
3562,240,75,0
3562,240,84,1
3562,240,97,0
3562,240,113,1
3562,240,115,1
3562,240,123,1
3562,240,125,0
3562,240,137,0
3562,240,140,1
3562,240,152,1
3562,240,191,1
3562,240,200,1
3562,240,237,0
3564,69,31,0
3564,69,32,0
3564,69,34,1
3564,69,49,0
3564,69,54,1
3564,69,66,0
3566,38,32,0
3567,37,13,1
3567,37,17,0
3568,86,7,1
3568,86,13,0
3568,86,30,0
3568,86,34,1
3568,86,48,0
3568,86,50,0
3568,86,55,0
3568,86,59,1
3568,86,64,1
3570,73,9,1
3570,73,29,1
3571,87,6,1
3571,87,13,1
3571,87,20,1
3571,87,37,0
3571,87,38,1
3571,87,39,1
3571,87,47,1
3571,87,59,1
3572,20,10,0
3573,29,14,1
3575,47,0,0
3575,47,6,0
3576,46,7,1
3576,46,32,0
3576,46,35,1
3579,62,6,1
3579,62,7,1
3579,62,11,1
3579,62,27,1
3579,62,30,1
3579,62,33,0
3579,62,50,0
3579,62,61,0
3582,32,13,0
3582,32,27,0
3583,70,9,1
3583,70,16,1
3583,70,40,1
3583,70,58,0
3585,62,18,0
3585,62,47,0
3585,62,49,0
3585,62,50,1
3585,62,51,0
3588,32,1,0
3588,32,12,0
3588,32,20,0
3588,32,31,0
3589,16,8,1
3589,16,13,1
3590,28,7,0
3590,28,13,0
3591,163,1,0
3591,163,6,1
3591,163,11,1
3591,163,22,0
3591,163,29,1
3591,163,33,0
3591,163,39,1
3591,163,96,1
3593,60,1,0
3593,60,4,0
3593,60,19,1
3593,60,27,1
3593,60,36,0
3593,60,45,0
3593,60,54,0
3595,158,35,1
3595,158,43,0
3595,158,84,0
3595,158,91,0
3595,158,100,1
3595,158,126,1
3595,158,136,1
3597,31,28,1
3598,34,10,1
3598,34,14,1
3599,56,5,1
3599,56,17,0
3599,56,24,0
3599,56,49,0
3600,11,0,1
3601,46,2,1
3601,46,5,1
3601,46,16,1
3601,46,19,1
3602,95,6,1
3602,95,70,1
3602,95,82,1
3603,18,0,0
3603,18,13,0
3604,5,3,0
3605,26,11,0
3607,51,19,1
3607,51,34,0
3608,24,3,0
3609,37,11,1
3609,37,18,0
3610,48,12,0
3610,48,20,0
3610,48,45,0
3611,44,0,1
3611,44,23,1
3611,44,33,0
3611,44,39,0
3612,40,16,0
3615,23,22,0
3617,32,1,0
3617,32,12,0
3617,32,22,1
3619,42,1,0
3619,42,5,0
3619,42,6,0
3619,42,15,1
3619,42,20,1
3619,42,30,1
3620,110,8,0
3620,110,19,0
3620,110,40,1
3620,110,101,1
3620,110,109,0
3621,93,17,0
3621,93,25,1
3621,93,41,0
3621,93,59,1
3621,93,68,0
3622,23,1,0
3623,126,12,0
3623,126,30,0
3623,126,31,0
3623,126,33,0
3623,126,68,0
3623,126,71,0
3623,126,76,0
3623,126,81,0
3623,126,88,1
3623,126,98,0
3623,126,100,0
3624,2,0,0
3625,42,11,0
3625,42,40,0
3626,26,21,0
3626,26,22,0
3627,71,22,0
3627,71,34,1
3627,71,49,1
3627,71,70,0
3628,92,2,0
3628,92,7,0
3628,92,31,1
3628,92,38,0
3628,92,43,1
3628,92,45,1
3628,92,52,0
3628,92,69,0
3629,14,11,1
3630,39,8,0
3630,39,12,1
3630,39,21,0
3630,39,25,0
3630,39,35,1
3632,100,7,0
3632,100,10,1
3632,100,11,0
3632,100,20,0
3632,100,37,0
3632,100,87,1
3632,100,88,0
3633,71,5,0
3633,71,30,0
3633,71,60,1
3633,71,70,0
3635,70,0,0
3635,70,6,1
3635,70,15,1
3635,70,17,0
3635,70,42,0
3635,70,50,0
3635,70,55,1
3635,70,68,0
3636,35,8,0
3638,95,0,0
3638,95,12,0
3638,95,57,1
3638,95,72,0
3638,95,91,0
3639,42,0,0
3640,8,0,0
3640,8,1,0
3642,203,6,1
3642,203,17,0
3642,203,18,1
3642,203,59,0
3642,203,64,0
3642,203,66,0
3642,203,70,0
3642,203,75,1
3642,203,82,0
3642,203,95,1
3642,203,124,0
3642,203,125,1
3642,203,157,1
3642,203,171,0
3642,203,182,1
3642,203,198,1
3643,154,6,0
3643,154,20,0
3643,154,25,0
3643,154,43,0
3643,154,45,0
3643,154,60,0
3643,154,67,1
3643,154,79,0
3643,154,93,0
3643,154,101,0
3643,154,114,0
3643,154,151,1
3644,68,1,1
3644,68,13,0
3644,68,20,0
3644,68,48,1
3644,68,49,1
3644,68,62,1
3645,19,5,0
3645,19,12,0
3647,33,15,1
3647,33,18,0
3648,60,8,0
3648,60,41,0
3648,60,49,1
3649,83,69,0
3649,83,77,0
3650,7,1,0
3651,5,0,0
3652,74,19,1
3652,74,36,1
3652,74,66,0
3653,35,4,1
3653,35,9,0
3657,50,19,1
3658,8,5,0
3663,28,8,0
3663,28,24,0
3665,123,16,1
3665,123,34,0
3665,123,43,0
3665,123,60,1
3665,123,90,0
3665,123,97,0
3665,123,100,1
3665,123,116,0
3665,123,122,0
3666,12,0,1
3667,40,5,0
3667,40,9,0
3667,40,14,0
3667,40,37,0
3669,34,14,1
3669,34,32,0
3670,3,0,0
3671,28,7,0
3672,67,16,0
3672,67,27,0
3672,67,54,0
3672,67,60,0
3673,83,75,0
3673,83,79,0
3674,79,1,0
3674,79,8,0
3674,79,23,0
3674,79,50,0
3674,79,69,0
3674,79,75,0
3675,23,9,0
3675,23,21,0
3677,42,5,0
3677,42,16,0
3678,32,0,1
3679,64,6,0
3679,64,49,0
3680,26,3,0
3680,26,16,0
3681,17,15,1
3683,113,7,0
3683,113,13,1
3683,113,19,1
3683,113,23,1
3683,113,64,0
3683,113,78,0
3683,113,85,0
3683,113,93,1
3683,113,104,1
3684,41,11,1
3684,41,19,1
3684,41,20,0
3684,41,35,1
3686,17,5,1
3686,17,11,1
3687,32,0,1
3687,32,23,0
3688,72,18,0
3689,22,9,1
3690,22,1,0
3690,22,3,0
3693,30,6,0
3693,30,8,1
3693,30,22,0
3694,44,1,0
3694,44,30,0
3695,10,7,1
3695,10,8,0
3695,10,9,0
3697,41,38,0
3698,71,0,0
3698,71,1,1
3698,71,17,1
3698,71,31,1
3698,71,34,1
3698,71,39,0
3698,71,48,1
3700,2,1,0
3701,31,4,0
3701,31,21,1
3702,50,17,1
3702,50,19,1
3702,50,29,0
3702,50,31,0
3703,66,0,1
3703,66,5,0
3703,66,14,0
3703,66,19,0
3703,66,21,0
3703,66,43,1
3703,66,50,1
3703,66,52,0
3704,40,16,1
3705,35,4,0
3707,268,33,1
3707,268,46,0
3707,268,53,0
3707,268,74,0
3707,268,88,1
3707,268,92,1
3707,268,107,1
3707,268,110,1
3707,268,140,1
3707,268,150,1
3707,268,153,1
3707,268,160,0
3707,268,161,0
3707,268,163,0
3707,268,164,0
3707,268,174,0
3707,268,179,1
3707,268,181,0
3707,268,196,0
3707,268,208,1
3707,268,224,1
3707,268,234,1
3707,268,236,0
3709,85,19,0
3709,85,72,0
3709,85,76,0
3711,80,9,0
3711,80,16,1
3711,80,17,1
3711,80,18,0
3711,80,52,0
3711,80,75,0
3715,15,5,0
3715,15,12,0
3716,28,10,0
3716,28,13,0
3716,28,15,0
3716,28,22,1
3716,28,23,0
3717,90,55,0
3718,67,20,1
3718,67,38,0
3718,67,46,0
3719,46,41,0
3721,26,21,0
3723,32,5,0
3724,36,0,0
3724,36,6,1
3725,32,4,0
3725,32,10,1
3725,32,25,1
3726,91,1,0
3726,91,9,1
3726,91,11,1
3726,91,18,1
3726,91,39,1
3726,91,50,1
3726,91,51,1
3726,91,54,0
3726,91,77,0
3726,91,79,1
3727,41,15,1
3727,41,28,0
3727,41,37,1
3730,42,6,0
3730,42,14,1
3730,42,27,1
3732,35,9,0
3732,35,17,1
3732,35,24,1
3733,15,7,0
3735,50,19,1
3735,50,25,1
3735,50,31,0
3735,50,46,1
3737,65,47,0
3738,24,0,0
3738,24,21,1
3739,229,11,0
3739,229,48,0
3739,229,51,1
3739,229,54,1
3739,229,70,0
3739,229,95,0
3739,229,107,1
3739,229,114,1
3739,229,118,0
3739,229,141,0
3739,229,158,0
3739,229,159,0
3740,10,4,1
3741,24,2,1
3743,75,5,0
3743,75,7,0
3745,28,22,1
3745,28,25,0
3747,39,16,0
3747,39,23,0
3747,39,26,1
3747,39,33,0
3747,39,35,0
3748,90,2,1
3748,90,53,0
3748,90,66,1
3748,90,73,1
3750,37,14,1
3750,37,16,0
3750,37,29,1
3751,109,26,0
3751,109,37,0
3751,109,41,0
3751,109,47,0
3751,109,50,1
3751,109,62,0
3751,109,74,1
3751,109,81,1
3751,109,86,1
3751,109,88,0
3751,109,90,1
3751,109,96,1
3756,56,7,0
3756,56,10,0
3756,56,31,0
3756,56,51,0
3757,404,1,1
3757,404,57,1
3757,404,75,1
3757,404,94,1
3757,404,165,1
3757,404,188,1
3757,404,189,1
3757,404,258,1
3757,404,275,1
3757,404,289,1
3757,404,290,1
3757,404,306,0
3757,404,309,0
3757,404,321,0
3757,404,323,1
3757,404,325,1
3757,404,360,1
3757,404,369,1
3757,404,385,1
3757,404,401,1
3758,46,3,0
3758,46,27,0
3759,47,34,0
3760,18,7,0
3760,18,13,0
3760,18,17,0
3763,13,9,0
3764,29,6,1
3764,29,15,1
3766,39,7,1
3769,19,0,0
3769,19,6,0
3769,19,17,1
3771,8,1,1
3774,49,4,0
3774,49,7,0
3774,49,19,0
3774,49,31,1
3774,49,33,0
3774,49,41,0
3775,105,19,0
3775,105,27,0
3775,105,29,1
3775,105,34,0
3775,105,45,0
3775,105,74,0
3775,105,89,0
3776,86,3,1
3776,86,50,1
3776,86,60,0
3776,86,76,0
3779,23,11,0
3780,20,6,0
3782,23,6,0
3782,23,15,1
3784,19,11,0
3785,26,9,0
3786,12,5,0
3787,24,10,0
3787,24,19,0
3787,24,23,0
3788,35,11,0
3788,35,12,0
3790,23,13,1
3792,123,19,1
3792,123,33,1
3792,123,41,1
3792,123,57,1
3792,123,58,0
3792,123,62,1
3792,123,68,0
3792,123,84,1
3792,123,100,1
3793,35,7,0
3793,35,29,1
3794,7,3,0
3795,26,4,1
3795,26,23,0
3797,71,21,0
3798,19,5,1
3801,16,3,0
3801,16,7,0
3801,16,11,0
3803,44,22,0
3803,44,33,1
3804,28,27,0
3806,39,19,0
3806,39,24,0
3807,16,1,1
3809,54,5,1
3809,54,12,0
3809,54,34,1
3809,54,35,0
3809,54,43,0
3810,47,15,1
3810,47,26,0
3810,47,31,0
3812,163,12,1
3812,163,15,1
3812,163,16,1
3812,163,26,1
3812,163,40,1
3812,163,73,1
3812,163,99,0
3812,163,106,1
3812,163,107,1
3812,163,120,1
3812,163,123,1
3813,42,38,0
3813,42,41,0
3814,18,2,1
3815,37,1,1
3815,37,35,0
3816,16,9,1
3818,26,6,0
3819,9,6,0
3822,20,6,0
3823,9,6,0
3824,57,11,0
3824,57,29,1
3824,57,51,0
3825,36,23,0
3825,36,25,0
3826,11,2,0
3826,11,5,0
3826,11,7,0
3827,110,41,1
3827,110,57,1
3827,110,78,0
3829,45,15,0
3829,45,19,0
3829,45,28,1
3829,45,43,0
3829,45,44,0
3832,76,0,0
3832,76,15,0
3832,76,24,0
3833,28,9,0
3833,28,14,1
3833,28,21,1
3834,26,5,0
3834,26,25,0
3836,107,14,1
3836,107,22,0
3836,107,30,1
3836,107,52,1
3836,107,74,0
3836,107,76,0
3837,45,10,1
3837,45,11,1
3837,45,12,0
3837,45,39,1
3839,30,11,0
3840,112,5,0
3840,112,9,0
3840,112,10,0
3840,112,57,0
3840,112,65,0
3840,112,91,0
3842,18,17,0
3846,59,0,0
3846,59,7,1
3846,59,9,0
3846,59,10,0
3846,59,19,1
3846,59,44,1
3848,82,14,1
3848,82,27,0
3848,82,45,1
3849,41,2,0
3849,41,13,0
3849,41,25,0
3850,19,9,1
3851,146,5,0
3851,146,9,0
3851,146,13,0
3851,146,34,1
3851,146,43,0
3851,146,45,0
3851,146,69,0
3851,146,81,1
3851,146,97,1
3851,146,134,0
3851,146,135,0
3851,146,140,1
3853,94,4,1
3853,94,58,1
3853,94,83,1
3854,35,0,0
3854,35,1,0
3854,35,3,0
3854,35,10,0
3854,35,19,1
3854,35,27,1
3854,35,29,1
3855,24,5,0
3855,24,11,0
3857,7,5,1
3858,120,3,1
3858,120,13,1
3858,120,60,1
3858,120,63,1
3858,120,71,1
3858,120,79,1
3858,120,81,1
3858,120,87,1
3858,120,94,1
3858,120,96,1
3858,120,114,1
3859,34,2,0
3860,9,0,0
3860,9,6,0
3861,25,4,1
3861,25,5,0
3861,25,13,0
3861,25,19,1
3861,25,21,1
3864,22,4,1
3864,22,11,1
3865,45,24,0
3865,45,32,1
3868,7,0,0
3869,28,12,1
3869,28,16,1
3870,53,42,1
3870,53,51,0
3871,4,2,0
3872,33,20,1
3872,33,25,0
3872,33,31,0
3873,77,12,0
3873,77,27,1
3873,77,57,1
3874,2,0,0
3875,28,24,0
3877,2,1,0
3878,37,30,0
3878,37,31,0
3878,37,33,0
3878,37,36,0
3880,39,5,0
3880,39,15,1
3880,39,37,1
3881,16,13,0
3884,37,2,0
3884,37,11,0
3884,37,15,0
3884,37,30,0
3887,4,0,0
3889,52,26,0
3889,52,43,1
3890,40,10,0
3893,10,1,0
3895,34,31,1
3896,16,0,0
3898,11,6,1
3898,11,8,1
3899,23,14,1
3900,25,4,1
3900,25,13,1
3900,25,17,0
3900,25,24,0
3901,4,2,0
3905,124,8,0
3905,124,17,0
3905,124,19,1
3905,124,52,0
3905,124,88,0
3905,124,91,1
3905,124,103,1
3905,124,121,1
3906,68,24,1
3906,68,29,1
3906,68,31,1
3906,68,42,1
3906,68,43,1
3906,68,45,1
3906,68,60,1
3906,68,61,1
3906,68,65,1
3907,7,3,1
3908,36,5,0
3908,36,15,0
3908,36,20,0
3908,36,34,0
3910,38,1,0
3910,38,13,1
3910,38,15,0
3910,38,36,0
3912,21,6,1
3912,21,15,0
3912,21,16,0
3913,59,24,0
3913,59,25,0
3914,71,6,0
3914,71,8,0
3914,71,23,0
3914,71,41,1
3914,71,49,1
3914,71,50,1
3914,71,51,1
3914,71,67,1
3914,71,68,0
3916,41,29,0
3918,46,0,0
3918,46,11,1
3918,46,23,1
3918,46,30,1
3919,85,8,0
3919,85,19,1
3919,85,28,1
3919,85,58,0
3920,80,3,1
3920,80,10,0
3920,80,28,0
3920,80,45,0
3921,53,4,1
3921,53,5,1
3921,53,10,1
3921,53,39,0
3922,105,13,1
3922,105,84,0
3922,105,85,0
3925,7,2,1
3926,44,17,0
3926,44,22,1
3926,44,35,0
3927,116,14,0
3927,116,16,0
3927,116,18,0
3927,116,26,0
3927,116,51,0
3927,116,78,0
3927,116,102,1
3927,116,107,0
3929,52,3,1
3929,52,7,0
3929,52,12,0
3929,52,15,0
3929,52,16,0
3929,52,25,0
3929,52,48,1
3930,32,16,0
3930,32,22,0
3934,33,14,1
3934,33,19,1
3934,33,24,1
3938,14,7,0
3940,24,6,0
3940,24,20,0
3942,77,3,1
3942,77,9,0
3942,77,59,1
3942,77,63,0
3942,77,72,1
3944,29,9,1
3944,29,18,1
3945,6,5,0
3946,15,0,1
3946,15,4,0
3947,37,14,1
3947,37,16,1
3948,32,6,1
3948,32,12,1
3949,22,1,0
3949,22,2,0
3949,22,11,0
3949,22,14,0
3950,5,0,1
3951,52,13,1
3951,52,14,0
3951,52,40,1
3953,77,5,1
3953,77,20,1
3953,77,22,1
3953,77,24,1
3953,77,29,0
3953,77,33,1
3953,77,40,0
3953,77,49,0
3953,77,50,1
3953,77,55,1
3953,77,65,0
3954,17,6,0
3956,32,4,1
3956,32,24,0
3958,67,12,1
3958,67,23,0
3958,67,24,0
3958,67,50,0
3959,1,0,0
3960,10,6,1
3962,43,15,0
3962,43,30,1
3962,43,36,1
3965,55,25,1
3965,55,42,1
3965,55,52,1
3966,27,15,0
3966,27,23,1
3967,15,5,1
3969,115,5,1
3969,115,18,1
3969,115,70,0
3969,115,84,1
3969,115,86,0
3969,115,92,1
3969,115,98,0
3971,165,18,1
3971,165,39,1
3971,165,108,1
3971,165,118,1
3971,165,136,0
3971,165,145,1
3972,29,7,0
3972,29,22,1
3973,78,18,1
3973,78,38,0
3973,78,63,1
3973,78,69,0
3974,11,7,0
3975,72,1,0
3975,72,3,0
3975,72,17,0
3975,72,18,1
3975,72,25,1
3975,72,31,0
3975,72,47,1
3975,72,64,1
3976,82,10,1
3976,82,22,1
3976,82,51,0
3977,43,12,0
3977,43,13,0
3978,67,28,0
3978,67,41,0
3978,67,55,0
3979,50,4,0
3979,50,30,1
3979,50,31,1
3979,50,42,0
3980,19,7,1
3980,19,8,0
3981,45,3,0
3981,45,28,1
3981,45,39,1
3981,45,40,1
3981,45,41,1
3982,9,1,0
3982,9,6,0
3983,54,34,1
3983,54,42,1
3984,16,5,0
3985,49,1,1
3985,49,35,1
3986,41,17,0
3986,41,38,1
3987,19,0,0
3988,10,8,1
3989,7,6,0
